"link";"id_provincia";"id_depto";"id_localidad";"provincia";"departamento";"localidad";"func_loc";"tiploc";"tip2loc";"personas";"hogares";"latitud";"longitud";"geom"
6595080;6;595;80;"BUENOS AIRES";"OLAVARRIA";"RECALDE";0;1;0;385;147;-36.6503;-61.0844;"0101000020E610000000000020CF8A4EC0000000403C5342C0"
6595090;6;595;90;"BUENOS AIRES";"OLAVARRIA";"SANTA LUISA";0;1;0;40;17;-37.1256;-60.4158;"0101000020E6100000000000003A354EC000000040129042C0"
6595100;6;595;100;"BUENOS AIRES";"OLAVARRIA";"SIERRA CHICA";0;1;0;4812;762;-36.8422;-60.2242;"0101000020E610000000000080B11C4EC000000000CE6B42C0"
6595110;6;595;110;"BUENOS AIRES";"OLAVARRIA";"SIERRAS BAYAS";0;1;0;3849;1304;-36.9308;-60.1617;"0101000020E610000000000080B1144EC000000080257742C0"
6595120;6;595;120;"BUENOS AIRES";"OLAVARRIA";"VILLA ALFREDO FORTABAT";0;1;0;3451;1143;-36.9797;-60.2792;"0101000020E6100000000000C0BB234EC000000080677D42C0"
6595130;6;595;130;"BUENOS AIRES";"OLAVARRIA";"VILLA LA SERRANIA";0;1;0;167;51;-36.9892;-60.3108;"0101000020E610000000000060C9274EC0000000009D7E42C0"
6602010;6;602;10;"BUENOS AIRES";"PATAGONES";"BAHIA SAN BLAS";0;1;0;611;218;-40.5589;-62.2381;"0101000020E6100000000000A0781E4FC0000000A0894744C0"
6602020;6;602;20;"BUENOS AIRES";"PATAGONES";"CARDENAL CAGLIERO";0;1;0;89;34;-40.6511;-62.7575;"0101000020E6100000000000C0F5604FC0000000A0575344C0"
6602030;6;602;30;"BUENOS AIRES";"PATAGONES";"CARMEN DE PATAGONES";3;2;4;20533;6763;-40.7961;-62.9844;"0101000020E610000000000040027E4FC000000000E76544C0"
6602040;6;602;40;"BUENOS AIRES";"PATAGONES";"JOSE B. CASAS";0;1;0;40;15;-40.4356;-62.5469;"0101000020E61000000000004002464FC000000040C03744C0"
6602050;6;602;50;"BUENOS AIRES";"PATAGONES";"JUAN A. PRADERE";0;1;0;521;152;-39.5981;-62.6511;"0101000020E6100000000000A057534FC0000000208DCC43C0"
6602060;6;602;60;"BUENOS AIRES";"PATAGONES";"STROEDER";0;1;0;1998;763;-40.1844;-62.6203;"0101000020E610000000000040654F4FC0000000E09B1744C0"
6602070;6;602;70;"BUENOS AIRES";"PATAGONES";"VILLALONGA";0;1;0;4517;1435;-39.9139;-62.6186;"0101000020E6100000000000A02E4F4FC000000040FAF443C0"
6609010;6;609;10;"BUENOS AIRES";"PEHUAJO";"CAPITAN CASTRO";0;1;0;49;13;-35.9125;-62.2247;"0101000020E6100000000000C0C31C4FC0000000C0CCF441C0"
6609020;6;609;20;"BUENOS AIRES";"PEHUAJO";"SAN ESTEBAN";0;1;0;92;28;-35.7317;-61.7439;"0101000020E6100000000000C037DF4EC000000040A7DD41C0"
6609030;6;609;30;"BUENOS AIRES";"PEHUAJO";"FRANCISCO MADERO";0;1;0;1389;456;-35.8472;-62.0669;"0101000020E6100000000000A091084FC0000000C071EC41C0"
6609035;6;609;35;"BUENOS AIRES";"PEHUAJO";"INOCENCIO SOSA";0;1;0;31;7;-35.7167;-62.1331;"0101000020E61000000000000008114FC0000000C0BBDB41C0"
6609040;6;609;40;"BUENOS AIRES";"PEHUAJO";"JUAN JOSE PASO";0;1;0;2176;791;-35.8508;-62.2964;"0101000020E610000000000020F0254FC000000020E8EC41C0"
6609050;6;609;50;"BUENOS AIRES";"PEHUAJO";"MAGDALA";0;1;0;195;73;-36.0833;-61.7256;"0101000020E610000000000000DFDC4EC0000000A0AA0A42C0"
6609060;6;609;60;"BUENOS AIRES";"PEHUAJO";"MONES CAZON";0;1;0;1764;632;-36.2286;-62.0072;"0101000020E6100000000000A0EC004FC000000020431D42C0"
6609070;6;609;70;"BUENOS AIRES";"PEHUAJO";"NUEVA PLATA";0;1;0;206;74;-35.9189;-61.8133;"0101000020E6100000000000401BE84EC0000000209EF541C0"
6609080;6;609;80;"BUENOS AIRES";"PEHUAJO";"PEHUAJO";3;1;0;31533;10922;-35.8111;-61.8986;"0101000020E6100000000000C005F34EC000000080D2E741C0"
6609090;6;609;90;"BUENOS AIRES";"PEHUAJO";"SAN BERNARDO";0;1;0;282;90;-35.7125;-61.6478;"0101000020E610000000000060EAD24EC00000004033DB41C0"
6616010;6;616;10;"BUENOS AIRES";"PELLEGRINI";"BOCAYUVA";0;1;0;83;26;-36.2069;-63.0772;"0101000020E610000000000060E2894FC0000000207D1A42C0"
6616020;6;616;20;"BUENOS AIRES";"PELLEGRINI";"DE BARY";0;1;0;63;21;-36.3406;-63.2611;"0101000020E6100000000000206CA14FC000000060972B42C0"
6616030;6;616;30;"BUENOS AIRES";"PELLEGRINI";"PELLEGRINI";3;1;0;5115;1809;-36.2683;-63.165;"0101000020E6100000000000C01E954FC0000000C0582242C0"
6623010;6;623;10;"BUENOS AIRES";"PERGAMINO";"ACEVEDO";0;1;0;1499;535;-33.7547;-60.4408;"0101000020E6100000000000406D384EC0000000C09AE040C0"
6623020;6;623;20;"BUENOS AIRES";"PERGAMINO";"FONTEZUELA";0;1;0;365;119;-33.9128;-60.4628;"0101000020E6100000000000403C3B4EC0000000E0D5F440C0"
6623030;6;623;30;"BUENOS AIRES";"PERGAMINO";"GUERRICO";0;1;0;774;265;-33.6736;-60.4006;"0101000020E61000000000006045334EC0000000E038D640C0"
6623040;6;623;40;"BUENOS AIRES";"PERGAMINO";"JUAN A. DE LA PEÑA";0;1;0;211;79;-33.8311;-60.4864;"0101000020E610000000000000423E4EC0000000E061EA40C0"
6623050;6;623;50;"BUENOS AIRES";"PERGAMINO";"JUAN ANCHORENA";0;1;0;976;341;-33.9253;-60.3828;"0101000020E6100000000000E0FE304EC0000000806FF640C0"
6623060;6;623;60;"BUENOS AIRES";"PERGAMINO";"LA VIOLETA";0;1;0;1041;348;-33.7333;-60.17;"0101000020E610000000000080C2154EC0000000E0DDDD40C0"
6623070;6;623;70;"BUENOS AIRES";"PERGAMINO";"MANUEL OCAMPO";0;1;0;1078;359;-33.7636;-60.6492;"0101000020E6100000000000E017534EC000000000BEE140C0"
6623080;6;623;80;"BUENOS AIRES";"PERGAMINO";"MARIANO BENITEZ";0;1;0;168;58;-33.7081;-60.5842;"0101000020E610000000000000C64A4EC0000000A0A1DA40C0"
6623090;6;623;90;"BUENOS AIRES";"PERGAMINO";"MARIANO H. ALFONZO";0;1;0;993;340;-33.9131;-60.8386;"0101000020E6100000000000A0576B4EC000000000DFF440C0"
6623100;6;623;100;"BUENOS AIRES";"PERGAMINO";"PERGAMINO";3;1;0;91399;30324;-33.8939;-60.5717;"0101000020E6100000000000602C494EC0000000006BF240C0"
6623110;6;623;110;"BUENOS AIRES";"PERGAMINO";"PINZON";0;1;0;393;143;-33.9936;-60.7317;"0101000020E610000000000040A75D4EC0000000A02EFF40C0"
6623120;6;623;120;"BUENOS AIRES";"PERGAMINO";"RANCAGUA";0;1;0;695;220;-34.03;-60.5044;"0101000020E6100000000000A091404EC000000000D70341C0"
6623130;6;623;130;"BUENOS AIRES";"PERGAMINO";"VILLA ANGELICA";0;1;0;1144;399;-33.6636;-60.7083;"0101000020E6100000000000A0AA5A4EC000000040F1D440C0"
6623140;6;623;140;"BUENOS AIRES";"PERGAMINO";"VILLA SAN JOSE";0;2;5;145;46;-34.0919;-60.4136;"0101000020E610000000000040F1344EC0000000E0C40B41C0"
6630010;6;630;10;"BUENOS AIRES";"PILA";"CASALINS";0;1;0;66;28;-36.3169;-58.5525;"0101000020E610000000000060B8464DC0000000A0912842C0"
6630020;6;630;20;"BUENOS AIRES";"PILA";"PILA";3;1;0;2502;800;-36.0006;-58.1431;"0101000020E6100000000000A04F124DC000000040120042C0"
6638040;6;638;40;"BUENOS AIRES";"PILAR";"PILAR";3;2;4;296826;82028;-34.4553;-58.9147;"0101000020E6100000000000A015754DC000000080463A41C0"
6644010;6;644;10;"BUENOS AIRES";"PINAMAR";"PINAMAR";3;1;0;25397;8104;-37.1025;-56.8483;"0101000020E610000000000020966C4CC0000000C01E8D42C0"
6648010;6;648;10;"BUENOS AIRES";"PRESIDENTE PERON";"PRESIDENTE PERON";3;2;4;80824;21327;-34.9156;-58.3789;"0101000020E6100000000000607F304DC0000000E0307541C0"
6651010;6;651;10;"BUENOS AIRES";"PUAN";"AZOPARDO";0;1;0;95;36;-37.7006;-62.9008;"0101000020E6100000000000804E734FC0000000C0ABD942C0"
6651020;6;651;20;"BUENOS AIRES";"PUAN";"BORDENAVE";0;1;0;852;338;-37.8017;-63.0425;"0101000020E6100000000000A070854FC0000000009DE642C0"
6651030;6;651;30;"BUENOS AIRES";"PUAN";"DARREGUEIRA";0;1;0;5547;2233;-37.6847;-63.1597;"0101000020E6100000000000C071944FC000000000A5D742C0"
6651040;6;651;40;"BUENOS AIRES";"PUAN";"17 DE AGOSTO";0;1;0;319;137;-37.9075;-62.9336;"0101000020E6100000000000A080774FC00000000029F442C0"
6651050;6;651;50;"BUENOS AIRES";"PUAN";"ESTELA";0;1;0;2;1;-38.1069;-62.9131;"0101000020E610000000000000DF744FC000000060B00D43C0"
6651060;6;651;60;"BUENOS AIRES";"PUAN";"FELIPE SOLA";0;1;0;626;246;-38.0056;-62.8189;"0101000020E610000000000060D1684FC000000000B60043C0"
6651070;6;651;70;"BUENOS AIRES";"PUAN";"LOPEZ LECUBE";0;1;0;32;11;-38.1156;-62.7269;"0101000020E6100000000000800C5D4FC000000080CA0E43C0"
6651080;6;651;80;"BUENOS AIRES";"PUAN";"PUAN";3;1;0;4743;1878;-37.5414;-62.7653;"0101000020E6100000000000A0F4614FC0000000404CC542C0"
6651090;6;651;90;"BUENOS AIRES";"PUAN";"SAN GERMAN";0;1;0;152;52;-38.2978;-62.9822;"0101000020E610000000000080B97D4FC0000000A01D2643C0"
6651100;6;651;100;"BUENOS AIRES";"PUAN";"VILLA CASTELAR";0;1;0;31;11;-37.3894;-62.8053;"0101000020E61000000000006013674FC000000060D9B142C0"
6651110;6;651;110;"BUENOS AIRES";"PUAN";"VILLA IRIS";0;1;0;1858;769;-38.1681;-63.2319;"0101000020E610000000000060B09D4FC0000000E0821543C0"
6655010;6;655;10;"BUENOS AIRES";"PUNTA INDIO";"ALVAREZ JONTE";0;1;0;38;15;-35.3217;-57.4492;"0101000020E6100000000000407EB94CC0000000602CA941C0"
6655030;6;655;30;"BUENOS AIRES";"PUNTA INDIO";"PIPINAS";0;1;0;954;353;-35.5303;-57.3286;"0101000020E6100000000000E00FAA4CC000000020E0C341C0"
6655040;6;655;40;"BUENOS AIRES";"PUNTA INDIO";"PUNTA INDIO";0;1;0;569;220;-35.2797;-57.2336;"0101000020E610000000000000E79D4CC000000000CEA341C0"
6655050;6;655;50;"BUENOS AIRES";"PUNTA INDIO";"VERONICA";3;1;0;6546;2259;-35.3869;-57.3372;"0101000020E6100000000000202AAB4CC00000006087B141C0"
6658010;6;658;10;"BUENOS AIRES";"QUILMES";"QUILMES";3;2;4;582943;177110;-34.7231;-58.2611;"0101000020E6100000000000206C214DC0000000208D5C41C0"
6665010;6;665;10;"BUENOS AIRES";"RAMALLO";"EL PARAISO";0;1;0;423;135;-33.5667;-59.9792;"0101000020E61000000000006055FD4DC00000008088C840C0"
6665020;6;665;20;"BUENOS AIRES";"RAMALLO";"LAS BAHAMAS";0;1;0;31;11;-33.6347;-59.9922;"0101000020E61000000000002001FF4DC0000000A03ED140C0"
6665030;6;665;30;"BUENOS AIRES";"RAMALLO";"PEREZ MILLAN";0;1;0;4570;1362;-33.7664;-60.0928;"0101000020E610000000000020E00B4EC00000000019E240C0"
6665040;6;665;40;"BUENOS AIRES";"RAMALLO";"RAMALLO";3;1;0;13319;3954;-33.4867;-60.0072;"0101000020E6100000000000A0EC004EC0000000204BBE40C0"
6665050;6;665;50;"BUENOS AIRES";"RAMALLO";"VILLA GENERAL SAVIO";0;1;0;1511;434;-33.435;-60.1461;"0101000020E6100000000000C0B3124EC000000020AEB740C0"
6665060;6;665;60;"BUENOS AIRES";"RAMALLO";"VILLA RAMALLO";0;1;0;11280;3676;-33.5014;-60.0656;"0101000020E61000000000002064084EC0000000802DC040C0"
6672010;6;672;10;"BUENOS AIRES";"RAUCH";"RAUCH";3;1;0;12705;4428;-36.7744;-59.0872;"0101000020E6100000000000202A8B4DC000000000216342C0"
6679010;6;679;10;"BUENOS AIRES";"RIVADAVIA";"AMERICA";3;1;0;11685;3649;-35.4892;-62.9764;"0101000020E610000000000040FA7C4FC0000000009DBE41C0"
6679020;6;679;20;"BUENOS AIRES";"RIVADAVIA";"FORTIN OLAVARRIA";0;1;0;1086;362;-35.7031;-63.0233;"0101000020E6100000000000A0FC824FC0000000C0FDD941C0"
6679030;6;679;30;"BUENOS AIRES";"RIVADAVIA";"GONZALEZ MORENO";0;1;0;1610;526;-35.5567;-63.3817;"0101000020E610000000000080DAB04FC0000000E040C741C0"
6679040;6;679;40;"BUENOS AIRES";"RIVADAVIA";"MIRA PAMPA";0;1;0;40;16;-35.8692;-63.3742;"0101000020E6100000000000C0E4AF4FC0000000E040EF41C0"
6679050;6;679;50;"BUENOS AIRES";"RIVADAVIA";"ROOSEVELT";0;1;0;239;94;-35.8456;-63.2897;"0101000020E6100000000000A015A54FC0000000203BEC41C0"
6679060;6;679;60;"BUENOS AIRES";"RIVADAVIA";"SAN MAURICIO";0;1;0;18;6;-35.5108;-63.1883;"0101000020E6100000000000401B984FC00000000063C141C0"
6679070;6;679;70;"BUENOS AIRES";"RIVADAVIA";"SANSINENA";0;1;0;522;169;-35.2744;-63.2133;"0101000020E6100000000000804E9B4FC00000000021A341C0"
6679080;6;679;80;"BUENOS AIRES";"RIVADAVIA";"SUNDBLAD";0;1;0;63;21;-35.7644;-63.1386;"0101000020E610000000000000BE914FC000000060D9E141C0"
6686010;6;686;10;"BUENOS AIRES";"ROJAS";"LA BEBA";0;1;0;37;13;-34.1533;-61.0128;"0101000020E6100000000000C0A2814EC000000060A01341C0"
6686020;6;686;20;"BUENOS AIRES";"ROJAS";"LAS CARABELAS";0;1;0;1107;386;-34.0367;-60.8681;"0101000020E6100000000000801C6F4EC000000080B10441C0"
6686030;6;686;30;"BUENOS AIRES";"ROJAS";"LOS INDIOS";0;1;0;66;21;-34.3725;-60.6525;"0101000020E61000000000002085534EC000000020AE2F41C0"
6686040;6;686;40;"BUENOS AIRES";"ROJAS";"RAFAEL OBLIGADO";0;1;0;901;321;-34.3578;-60.7844;"0101000020E6100000000000A068644EC0000000A0CB2D41C0"
6686050;6;686;50;"BUENOS AIRES";"ROJAS";"ROBERTO CANO";0;1;0;23;8;-34.0867;-60.6672;"0101000020E61000000000008067554EC0000000E0170B41C0"
6686060;6;686;60;"BUENOS AIRES";"ROJAS";"ROJAS";3;1;0;19766;6748;-34.1953;-60.7333;"0101000020E6100000000000E0DD5D4EC0000000E0FE1841C0"
6686070;6;686;70;"BUENOS AIRES";"ROJAS";"SOL DE MAYO";0;1;0;20;10;-34.2831;-60.8831;"0101000020E61000000000000008714EC0000000203B2441C0"
6686080;6;686;80;"BUENOS AIRES";"ROJAS";"VILLA MANUEL POMAR";0;2;5;52;14;-33.915;-60.9381;"0101000020E61000000000004012784EC0000000C01EF540C0"
6693010;6;693;10;"BUENOS AIRES";"ROQUE PEREZ";"CARLOS BEGUERIE";0;1;0;399;143;-35.4844;-59.1017;"0101000020E610000000000060038D4DC00000004002BE41C0"
6693020;6;693;20;"BUENOS AIRES";"ROQUE PEREZ";"ROQUE PEREZ";3;1;0;10358;3548;-35.4006;-59.3347;"0101000020E610000000000020D8AA4DC00000006045B341C0"
6882040;6;882;40;"BUENOS AIRES";"ZARATE";"LIMA";0;1;0;10219;2908;-34.0431;-59.1958;"0101000020E61000000000002011994DC0000000E0820541C0"
6700020;6;700;20;"BUENOS AIRES";"SAAVEDRA";"COLONIA SAN MARTIN";0;1;0;92;41;-37.9758;-62.3325;"0101000020E6100000000000608F2A4FC000000020E8FC42C0"
6700030;6;700;30;"BUENOS AIRES";"SAAVEDRA";"DUFAUR";0;1;0;182;66;-37.9417;-62.285;"0101000020E6100000000000E07A244FC00000008088F842C0"
6700040;6;700;40;"BUENOS AIRES";"SAAVEDRA";"ESPARTILLAR";0;2;3;785;307;-37.36;-62.4314;"0101000020E6100000000000C037374FC00000008014AE42C0"
6700050;6;700;50;"BUENOS AIRES";"SAAVEDRA";"GOYENA";0;1;0;516;199;-37.7181;-62.6072;"0101000020E610000000000080B94D4FC000000040E9DB42C0"
6700060;6;700;60;"BUENOS AIRES";"SAAVEDRA";"PIGUE";3;1;0;14383;5233;-37.6058;-62.4047;"0101000020E610000000000000CE334FC0000000008CCD42C0"
6700070;6;700;70;"BUENOS AIRES";"SAAVEDRA";"SAAVEDRA";0;1;0;2276;823;-37.7625;-62.3519;"0101000020E6100000000000800C2D4FC0000000A099E142C0"
6707010;6;707;10;"BUENOS AIRES";"SALADILLO";"ÁLVAREZ DE TOLEDO";0;1;0;213;81;-35.6381;-59.6292;"0101000020E61000000000008088D04DC0000000C0ABD141C0"
6707030;6;707;30;"BUENOS AIRES";"SALADILLO";"CAZON";0;1;0;209;77;-35.5758;-59.6644;"0101000020E6100000000000800CD54DC0000000E0B4C941C0"
6707040;6;707;40;"BUENOS AIRES";"SALADILLO";"DEL CARRIL";0;1;0;1270;434;-35.5117;-59.5156;"0101000020E6100000000000C0FDC14DC0000000407EC141C0"
6707050;6;707;50;"BUENOS AIRES";"SALADILLO";"POLVAREDAS";0;1;0;392;158;-35.5928;-59.5081;"0101000020E61000000000000008C14DC000000020E0CB41C0"
6707060;6;707;60;"BUENOS AIRES";"SALADILLO";"SALADILLO";3;1;0;26763;8898;-35.6394;-59.7792;"0101000020E6100000000000C0BBE34DC000000060D9D141C0"
6714010;6;714;10;"BUENOS AIRES";"SALTO";"ARROYO DULCE";0;2;3;1715;615;-34.1014;-60.4061;"0101000020E610000000000080FB334EC000000040FA0C41C0"
6714020;6;714;20;"BUENOS AIRES";"SALTO";"BERDIER";0;1;0;177;48;-34.3978;-60.2606;"0101000020E6100000000000E059214EC000000060EA3241C0"
6714030;6;714;30;"BUENOS AIRES";"SALTO";"GAHAN";0;1;0;648;217;-34.3369;-60.0992;"0101000020E610000000000080B10C4EC000000000212B41C0"
6714040;6;714;40;"BUENOS AIRES";"SALTO";"INES INDART";0;1;0;911;333;-34.3983;-60.5436;"0101000020E61000000000000095454EC0000000A0FC3241C0"
6714050;6;714;50;"BUENOS AIRES";"SALTO";"LA INVENCIBLE";0;1;0;77;28;-34.2678;-60.3853;"0101000020E6100000000000C050314EC000000080462241C0"
6714060;6;714;60;"BUENOS AIRES";"SALTO";"SALTO";3;1;0;27466;8895;-34.2917;-60.2547;"0101000020E6100000000000C09A204EC000000060552541C0"
6721010;6;721;10;"BUENOS AIRES";"SALLIQUELO";"QUENUMA";0;1;0;653;227;-36.5678;-63.0878;"0101000020E6100000000000403C8B4FC000000000AD4842C0"
6721020;6;721;20;"BUENOS AIRES";"SALLIQUELO";"SALLIQUELO";3;1;0;7617;2790;-36.75;-62.96;"0101000020E610000000000040E17A4FC000000000006042C0"
6728010;6;728;10;"BUENOS AIRES";"SAN ANDRES DE GILES";"AZCUENAGA";0;1;0;312;102;-34.3628;-59.3747;"0101000020E6100000000000E0F6AF4DC0000000806F2E41C0"
6728020;6;728;20;"BUENOS AIRES";"SAN ANDRES DE GILES";"CUCULLU";0;1;0;551;154;-34.445;-59.3622;"0101000020E6100000000000405DAE4DC0000000C0F53841C0"
6728030;6;728;30;"BUENOS AIRES";"SAN ANDRES DE GILES";"FRANKLIN";0;1;0;87;23;-34.6094;-59.6303;"0101000020E610000000000000ADD04DC000000040024E41C0"
6728040;6;728;40;"BUENOS AIRES";"SAN ANDRES DE GILES";"SAN ANDRES DE GILES";3;1;0;16243;5184;-34.4447;-59.4453;"0101000020E6100000000000E0FEB84DC0000000A0EC3841C0"
6728050;6;728;50;"BUENOS AIRES";"SAN ANDRES DE GILES";"SOLIS";0;1;0;1001;305;-34.2978;-59.325;"0101000020E6100000000000A099A94DC0000000A01D2641C0"
6728060;6;728;60;"BUENOS AIRES";"SAN ANDRES DE GILES";"VILLA ESPIL";0;1;0;157;40;-34.5056;-59.3372;"0101000020E6100000000000202AAB4DC000000000B64041C0"
6728070;6;728;70;"BUENOS AIRES";"SAN ANDRES DE GILES";"VILLA RUIZ";0;1;0;477;156;-34.4342;-59.2603;"0101000020E6100000000000C050A14DC0000000C0923741C0"
6735010;6;735;10;"BUENOS AIRES";"SAN ANTONIO DE ARECO";"DUGGAN";0;1;0;573;184;-34.2061;-59.6358;"0101000020E61000000000000063D14DC0000000E0611A41C0"
6735020;6;735;20;"BUENOS AIRES";"SAN ANTONIO DE ARECO";"SAN ANTONIO DE ARECO";3;1;0;19768;6165;-34.2494;-59.4708;"0101000020E61000000000004044BC4DC0000000C0ED1F41C0"
6735030;6;735;30;"BUENOS AIRES";"SAN ANTONIO DE ARECO";"VILLA LIA";0;1;0;1182;333;-34.1233;-59.4311;"0101000020E6100000000000A02EB74DC000000060C90F41C0"
6742010;6;742;10;"BUENOS AIRES";"SAN CAYETANO";"BALNEARIO SAN CAYETANO";0;1;0;46;16;-38.7469;-59.4292;"0101000020E6100000000000E0EEB64DC0000000E09B5F43C0"
6742020;6;742;20;"BUENOS AIRES";"SAN CAYETANO";"OCHANDIO";0;1;0;51;19;-38.3586;-59.7936;"0101000020E61000000000000095E54DC000000000E72D43C0"
6742030;6;742;30;"BUENOS AIRES";"SAN CAYETANO";"SAN CAYETANO";3;1;0;7354;2571;-38.3453;-59.6067;"0101000020E610000000000040A7CD4DC000000000322C43C0"
6749010;6;749;10;"BUENOS AIRES";"SAN FERNANDO";"SAN FERNANDO";3;2;4;160284;48434;-34.4411;-58.5581;"0101000020E6100000000000606E474DC000000060763841C0"
6756010;6;756;10;"BUENOS AIRES";"SAN ISIDRO";"SAN ISIDRO";3;2;4;292878;97213;-34.4711;-58.5111;"0101000020E6100000000000206C414DC0000000604D3C41C0"
6760010;6;760;10;"BUENOS AIRES";"SAN MIGUEL";"SAN MIGUEL";3;2;4;276190;80627;-34.5428;-58.7128;"0101000020E6100000000000403C5B4DC0000000C0794541C0"
6763010;6;763;10;"BUENOS AIRES";"SAN NICOLAS";"CONESA";0;1;0;2066;728;-33.5953;-60.3542;"0101000020E610000000000060552D4EC00000000032CC40C0"
6763020;6;763;20;"BUENOS AIRES";"SAN NICOLAS";"EREZCANO";0;1;0;434;149;-33.5222;-60.3175;"0101000020E6100000000000E0A3284EC000000020D8C240C0"
6763030;6;763;30;"BUENOS AIRES";"SAN NICOLAS";"GENERAL ROJO";0;1;0;2464;775;-33.4747;-60.2875;"0101000020E6100000000000C0CC244EC0000000C0C3BC40C0"
6763040;6;763;40;"BUENOS AIRES";"SAN NICOLAS";"LA EMILIA";0;1;0;5325;1731;-33.3494;-60.3142;"0101000020E6100000000000A036284EC0000000A0BAAC40C0"
6763050;6;763;50;"BUENOS AIRES";"SAN NICOLAS";"SAN NICOLAS DE LOS ARROYOS";3;2;3;133602;41068;-33.3336;-60.2183;"0101000020E610000000000060F21B4EC0000000C0B3AA40C0"
6763060;6;763;60;"BUENOS AIRES";"SAN NICOLAS";"VILLA ESPERANZA";0;1;0;386;101;-33.4217;-60.2608;"0101000020E61000000000000063214EC000000020F9B540C0"
6770010;6;770;10;"BUENOS AIRES";"SAN PEDRO";"GOBERNADOR CASTRO";0;1;0;2607;781;-33.6594;-59.8664;"0101000020E6100000000000E0E5EE4DC0000000A068D440C0"
6770015;6;770;15;"BUENOS AIRES";"SAN PEDRO";"INGENIERO MONETA";0;1;0;20;6;-33.9167;-59.75;"0101000020E61000000000000000E04DC00000006055F540C0"
6770020;6;770;20;"BUENOS AIRES";"SAN PEDRO";"OBLIGADO";0;1;0;261;95;-33.5956;-59.82;"0101000020E6100000000000C0F5E84DC0000000203BCC40C0"
6770030;6;770;30;"BUENOS AIRES";"SAN PEDRO";"PUEBLO DOYLE";0;1;0;528;170;-33.9039;-59.8186;"0101000020E610000000000040C8E84DC0000000A0B2F340C0"
6770040;6;770;40;"BUENOS AIRES";"SAN PEDRO";"RIO TALA";0;1;0;1814;525;-33.7686;-59.6383;"0101000020E6100000000000E0B4D14DC0000000E061E240C0"
6770050;6;770;50;"BUENOS AIRES";"SAN PEDRO";"SAN PEDRO";3;1;0;47452;14872;-33.6781;-59.6667;"0101000020E61000000000006055D54DC000000080CAD640C0"
6770060;6;770;60;"BUENOS AIRES";"SAN PEDRO";"SANTA LUCIA";0;1;0;2360;779;-33.8783;-59.8753;"0101000020E61000000000002009F04DC0000000406DF040C0"
6778020;6;778;20;"BUENOS AIRES";"SAN VICENTE";"SAN VICENTE";3;2;4;58165;16700;-35.0231;-58.4206;"0101000020E6100000000000C0D4354DC000000080F38241C0"
6784010;6;784;10;"BUENOS AIRES";"SUIPACHA";"GENERAL RIVAS";0;1;0;478;148;-34.6089;-59.7503;"0101000020E61000000000002009E04DC000000020F04D41C0"
6784020;6;784;20;"BUENOS AIRES";"SUIPACHA";"SUIPACHA";3;1;0;8403;2688;-34.7706;-59.6881;"0101000020E61000000000004012D84DC0000000A0A16241C0"
6791010;6;791;10;"BUENOS AIRES";"TANDIL";"DE LA CANAL";0;1;0;57;18;-37.1281;-59.1047;"0101000020E610000000000080678D4DC000000020649042C0"
6791030;6;791;30;"BUENOS AIRES";"TANDIL";"GARDEY";0;1;0;532;171;-37.2811;-59.3631;"0101000020E6100000000000A078AE4DC000000080FBA342C0"
6791040;6;791;40;"BUENOS AIRES";"TANDIL";"MARIA IGNACIA";0;1;0;1948;650;-37.4014;-59.5092;"0101000020E6100000000000602CC14DC0000000C060B342C0"
6791050;6;791;50;"BUENOS AIRES";"TANDIL";"TANDIL";3;1;0;116916;40748;-37.3228;-59.1311;"0101000020E610000000000040C8904DC0000000C050A942C0"
6798020;6;798;20;"BUENOS AIRES";"TAPALQUE";"TAPALQUE";3;1;0;7444;2529;-36.3564;-60.0247;"0101000020E6100000000000202A034EC0000000209E2D42C0"
6798030;6;798;30;"BUENOS AIRES";"TAPALQUE";"VELLOSO";0;1;0;127;44;-36.1206;-59.6522;"0101000020E6100000000000007CD34DC0000000606E0F42C0"
6805010;6;805;10;"BUENOS AIRES";"TIGRE";"TIGRE";3;2;4;370913;106525;-34.4242;-58.5811;"0101000020E6100000000000E0614A4DC0000000204B3641C0"
6812010;6;812;10;"BUENOS AIRES";"TORDILLO";"GENERAL CONESA";3;1;0;1302;404;-36.5197;-57.325;"0101000020E6100000000000A099A94CC000000040864242C0"
6819010;6;819;10;"BUENOS AIRES";"TORNQUIST";"CHASICO";0;1;0;203;70;-38.3342;-62.6425;"0101000020E6100000000000803D524FC000000000C62A43C0"
6819020;6;819;20;"BUENOS AIRES";"TORNQUIST";"SALDUNGARAY";0;1;0;1351;470;-38.2017;-61.7678;"0101000020E61000000000008046E24EC000000040D01943C0"
6819030;6;819;30;"BUENOS AIRES";"TORNQUIST";"SIERRA DE LA VENTANA";0;2;3;2165;819;-38.1356;-61.7958;"0101000020E6100000000000E0DDE54EC0000000E0591143C0"
6819040;6;819;40;"BUENOS AIRES";"TORNQUIST";"TORNQUIST";3;1;0;6473;2251;-38.0978;-62.2219;"0101000020E6100000000000A0681C4FC000000000840C43C0"
6819050;6;819;50;"BUENOS AIRES";"TORNQUIST";"TRES PICOS";0;1;0;82;30;-38.2856;-62.2072;"0101000020E610000000000040861A4FC0000000208D2443C0"
6819060;6;819;60;"BUENOS AIRES";"TORNQUIST";"LA GRUTA";0;1;0;52;20;-38.0556;-62.0783;"0101000020E6100000000000E0060A4FC0000000801C0743C0"
