"link";"id_provincia";"id_depto";"id_localidad";"provincia";"departamento";"localidad";"func_loc";"tiploc";"tip2loc";"personas";"hogares";"latitud";"longitud";"geom"
6819070;6;819;70;"BUENOS AIRES";"TORNQUIST";"VILLA VENTANA";0;1;0;609;242;-38.0756;-61.9314;"0101000020E6100000000000C037F74EC0000000C0AB0943C0"
6826010;6;826;10;"BUENOS AIRES";"TRENQUE LAUQUEN";"BERUTTI";0;1;0;1098;392;-35.8569;-62.5128;"0101000020E6100000000000C0A2414FC000000060B0ED41C0"
6826020;6;826;20;"BUENOS AIRES";"TRENQUE LAUQUEN";"GIRODIAS";0;1;0;161;58;-36.3667;-62.3561;"0101000020E610000000000000952D4FC0000000E0EE2E42C0"
6826030;6;826;30;"BUENOS AIRES";"TRENQUE LAUQUEN";"LA CARRETA";0;1;0;45;11;-36.1953;-62.2247;"0101000020E6100000000000C0C31C4FC0000000E0FE1842C0"
6826040;6;826;40;"BUENOS AIRES";"TRENQUE LAUQUEN";"30 DE AGOSTO";0;1;0;4777;1591;-36.2769;-62.5458;"0101000020E6100000000000E0DD454FC0000000E0722342C0"
6826050;6;826;50;"BUENOS AIRES";"TRENQUE LAUQUEN";"TRENQUE LAUQUEN";3;1;0;33442;11320;-35.9736;-62.7322;"0101000020E610000000000080B95D4FC0000000409FFC41C0"
6826060;6;826;60;"BUENOS AIRES";"TRENQUE LAUQUEN";"TRONGE";0;1;0;23;7;-36.4667;-62.4831;"0101000020E6100000000000C0D43D4FC0000000C0BB3B42C0"
6833010;6;833;10;"BUENOS AIRES";"TRES ARROYOS";"BALNEARIO ORENSE";0;1;0;77;33;-38.8067;-59.7383;"0101000020E6100000000000C081DE4DC0000000E0406743C0"
6833020;6;833;20;"BUENOS AIRES";"TRES ARROYOS";"CLAROMECO";0;1;0;2081;787;-38.8564;-60.0731;"0101000020E6100000000000E059094EC0000000209E6D43C0"
6833030;6;833;30;"BUENOS AIRES";"TRES ARROYOS";"COPETONAS";0;1;0;1017;365;-38.7217;-60.4519;"0101000020E610000000000060D9394EC0000000A05F5C43C0"
6833040;6;833;40;"BUENOS AIRES";"TRES ARROYOS";"LIN CALEL";0;1;0;;;-38.7061;-60.2417;"0101000020E6100000000000E0EE1E4EC0000000E0615A43C0"
6833050;6;833;50;"BUENOS AIRES";"TRES ARROYOS";"MICAELA CASCALLARES";0;1;0;567;192;-38.4914;-60.4683;"0101000020E610000000000060F23B4EC0000000E0E53E43C0"
6833060;6;833;60;"BUENOS AIRES";"TRES ARROYOS";"ORENSE";0;1;0;2063;726;-38.6844;-59.7767;"0101000020E6100000000000E069E34DC0000000E09B5743C0"
6833070;6;833;70;"BUENOS AIRES";"TRES ARROYOS";"RETA";0;1;0;495;189;-38.8942;-60.3436;"0101000020E610000000000080FB2B4EC000000000747243C0"
6833080;6;833;80;"BUENOS AIRES";"TRES ARROYOS";"SAN FRANCISCO DE BELLOCQ";0;1;0;523;195;-38.6917;-60.0139;"0101000020E610000000000020C7014EC000000080885843C0"
6833090;6;833;90;"BUENOS AIRES";"TRES ARROYOS";"SAN MAYOL";0;1;0;63;23;-38.3167;-60.0258;"0101000020E6100000000000804E034EC000000080882843C0"
6833100;6;833;100;"BUENOS AIRES";"TRES ARROYOS";"TRES ARROYOS";3;1;0;46867;16449;-38.3761;-60.2756;"0101000020E61000000000006045234EC000000060243043C0"
6833110;6;833;110;"BUENOS AIRES";"TRES ARROYOS";"VILLA RODRIGUEZ";0;1;0;17;9;-38.3114;-60.2328;"0101000020E6100000000000A0CB1D4EC0000000A0DB2743C0"
6840010;6;840;10;"BUENOS AIRES";"TRES DE FEBRERO";"TRES DE FEBRERO";3;2;4;340071;112588;-34.6039;-58.5608;"0101000020E610000000000060C9474DC0000000404C4D41C0"
6847010;6;847;10;"BUENOS AIRES";"TRES LOMAS";"INGENIERO THOMPSON";0;1;0;150;56;-36.6092;-62.9111;"0101000020E6100000000000409F744FC000000020F94D42C0"
6847020;6;847;20;"BUENOS AIRES";"TRES LOMAS";"TRES LOMAS";3;1;0;8061;2667;-36.4578;-62.8622;"0101000020E6100000000000405D6E4FC000000080983A42C0"
6854010;6;854;10;"BUENOS AIRES";"25 DE MAYO";"AGUSTIN MOSCONI";0;1;0;280;97;-35.7381;-60.5592;"0101000020E6100000000000C092474EC0000000A078DE41C0"
6854020;6;854;20;"BUENOS AIRES";"25 DE MAYO";"DEL VALLE";0;1;0;899;308;-35.8961;-60.7317;"0101000020E610000000000040A75D4EC0000000C0B3F241C0"
6854030;6;854;30;"BUENOS AIRES";"25 DE MAYO";"ERNESTINA";0;1;0;145;62;-35.2692;-59.5575;"0101000020E6100000000000205CC74DC00000000074A241C0"
6854040;6;854;40;"BUENOS AIRES";"25 DE MAYO";"GOBERNADOR UGARTE";0;1;0;547;181;-35.1633;-60.0814;"0101000020E6100000000000006B0A4EC000000020E89441C0"
6854050;6;854;50;"BUENOS AIRES";"25 DE MAYO";"LUCAS MONTEVERDE";0;1;0;63;20;-35.4828;-59.9881;"0101000020E6100000000000A078FE4DC0000000A0CBBD41C0"
6854060;6;854;60;"BUENOS AIRES";"25 DE MAYO";"NORBERTO DE LA RIESTRA";0;1;0;4524;1613;-35.2714;-59.7719;"0101000020E610000000000020CFE24DC0000000E0BCA241C0"
6854070;6;854;70;"BUENOS AIRES";"25 DE MAYO";"PEDERNALES";0;1;0;1432;516;-35.2661;-59.6306;"0101000020E610000000000000B6D04DC0000000E00FA241C0"
6854080;6;854;80;"BUENOS AIRES";"25 DE MAYO";"SAN ENRIQUE";0;1;0;279;98;-35.7767;-60.3547;"0101000020E610000000000080672D4EC0000000E069E341C0"
6854090;6;854;90;"BUENOS AIRES";"25 DE MAYO";"VALDES";0;1;0;579;207;-35.6478;-60.4672;"0101000020E610000000000000CE3B4EC000000060EAD241C0"
6854100;6;854;100;"BUENOS AIRES";"25 DE MAYO";"25 DE MAYO";3;1;0;23408;8007;-35.4328;-60.1717;"0101000020E610000000000020F9154EC00000004065B741C0"
6861010;6;861;10;"BUENOS AIRES";"VICENTE LOPEZ";"VICENTE LOPEZ";3;2;4;269420;99286;-34.5075;-58.4817;"0101000020E610000000000040A73D4DC0000000C0F54041C0"
6868010;6;868;10;"BUENOS AIRES";"VILLA GESELL";"MAR AZUL";0;1;0;1797;681;-37.3347;-57.0303;"0101000020E610000000000020E0834CC000000020D8AA42C0"
6868020;6;868;20;"BUENOS AIRES";"VILLA GESELL";"VILLA GESELL";3;1;0;29593;9586;-37.245;-56.9714;"0101000020E610000000000080567C4CC0000000205C9F42C0"
6875010;6;875;10;"BUENOS AIRES";"VILLARINO";"ARGERICH";0;1;0;80;33;-38.7675;-62.6025;"0101000020E6100000000000C01E4D4FC0000000803D6243C0"
6875020;6;875;20;"BUENOS AIRES";"VILLARINO";"COLONIA SAN ADOLFO";0;1;0;109;32;-39.3972;-62.5711;"0101000020E6100000000000201A494FC000000020D8B243C0"
6875030;6;875;30;"BUENOS AIRES";"VILLARINO";"HILARIO ASCASUBI";0;1;0;3427;1000;-39.3736;-62.6464;"0101000020E6100000000000E0BC524FC000000080D2AF43C0"
6875040;6;875;40;"BUENOS AIRES";"VILLARINO";"JUAN COUSTE";0;1;0;1993;692;-38.8925;-63.1367;"0101000020E6100000000000407E914FC0000000803D7243C0"
6875050;6;875;50;"BUENOS AIRES";"VILLARINO";"MAYOR BURATOVICH";0;1;0;5372;1632;-39.2578;-62.6158;"0101000020E6100000000000A0D34E4FC0000000E0FEA043C0"
6875060;6;875;60;"BUENOS AIRES";"VILLARINO";"MEDANOS";3;1;0;5245;1747;-38.8253;-62.6958;"0101000020E61000000000002011594FC0000000C0A26943C0"
6875070;6;875;70;"BUENOS AIRES";"VILLARINO";"PEDRO LURO";0;1;0;9494;2871;-39.4983;-62.6875;"0101000020E61000000000000000584FC000000060C9BF43C0"
6875080;6;875;80;"BUENOS AIRES";"VILLARINO";"TENIENTE ORIGONE";0;1;0;145;53;-39.0553;-62.5678;"0101000020E610000000000000AD484FC000000060138743C0"
6882020;6;882;20;"BUENOS AIRES";"ZARATE";"COUNTRY CLUB EL CASCO";0;1;0;452;140;-34.1264;-59.0833;"0101000020E6100000000000A0AA8A4DC0000000802D1041C0"
6882030;6;882;30;"BUENOS AIRES";"ZARATE";"ESCALADA";0;1;0;213;65;-34.16;-59.1125;"0101000020E610000000000060668E4DC0000000E07A1441C0"
6882050;6;882;50;"BUENOS AIRES";"ZARATE";"ZARATE";3;1;0;98522;29407;-34.0989;-59.0244;"0101000020E61000000000000021834DC000000060A80C41C0"
10007010;10;7;10;"CATAMARCA";"AMBATO";"CHUCHUCARUANA";0;1;0;73;21;-27.9131;-65.8456;"0101000020E6100000000000A01D7650C000000000BEE93BC0"
10007020;10;7;20;"CATAMARCA";"AMBATO";"COLPES";0;1;0;75;22;-28.0572;-65.8253;"0101000020E610000000000060D17450C000000020A60E3CC0"
10007030;10;7;30;"CATAMARCA";"AMBATO";"EL BOLSON";0;1;0;289;89;-27.9044;-65.8878;"0101000020E610000000000060D17850C0000000A089E73BC0"
10007040;10;7;40;"CATAMARCA";"AMBATO";"EL RODEO";0;1;0;1007;299;-28.2164;-65.8822;"0101000020E610000000000060767850C00000004065373CC0"
10007050;10;7;50;"CATAMARCA";"AMBATO";"HUAYCAMA";0;1;0;152;43;-28.0994;-65.8139;"0101000020E6100000000000C0167450C00000004075193CC0"
10007060;10;7;60;"CATAMARCA";"AMBATO";"LA PUERTA";3;1;0;706;212;-28.1408;-65.8;"0101000020E610000000000040337350C0000000A00D243CC0"
10007070;10;7;70;"CATAMARCA";"AMBATO";"LAS CHACRITAS";0;1;0;74;19;-27.6469;-65.9525;"0101000020E6100000000000C0F57C50C0000000209EA53BC0"
10007080;10;7;80;"CATAMARCA";"AMBATO";"LAS JUNTAS";0;1;0;304;106;-28.1058;-65.9072;"0101000020E6100000000000E00F7A50C0000000E0171B3CC0"
10007090;10;7;90;"CATAMARCA";"AMBATO";"LOS CASTILLOS";0;1;0;182;49;-27.9589;-65.82;"0101000020E6100000000000E07A7450C0000000C079F53BC0"
10007100;10;7;100;"CATAMARCA";"AMBATO";"LOS TALAS";0;1;0;170;37;-27.9506;-65.875;"0101000020E610000000000000007850C0000000A057F33BC0"
10007110;10;7;110;"CATAMARCA";"AMBATO";"LOS VARELA";0;1;0;443;123;-27.9286;-65.8814;"0101000020E6100000000000A0687850C000000080B9ED3BC0"
10007120;10;7;120;"CATAMARCA";"AMBATO";"SINGUIL";0;1;0;295;68;-27.8147;-65.8664;"0101000020E6100000000000E0727750C0000000A091D03BC0"
10014010;10;14;10;"CATAMARCA";"ANCASTI";"ANCASTI";3;1;0;361;89;-28.8347;-65.5061;"0101000020E610000000000020646050C000000060B0D53CC0"
10014020;10;14;20;"CATAMARCA";"ANCASTI";"ANQUINCILA";0;1;0;202;52;-28.7692;-65.5414;"0101000020E610000000000020A66250C000000020E8C43CC0"
10014030;10;14;30;"CATAMARCA";"ANCASTI";"LA CANDELARIA";0;1;0;77;23;-28.7222;-65.4308;"0101000020E6100000000000C0925B50C000000080E3B83CC0"
10014040;10;14;40;"CATAMARCA";"ANCASTI";"LA MAJADA";0;1;0;154;37;-29.0683;-65.5411;"0101000020E6100000000000A0A16250C0000000407E113DC0"
10021010;10;21;10;"CATAMARCA";"ANDALGALA";"AMANAO";0;1;0;29;13;-27.5283;-66.5147;"0101000020E610000000000040F1A050C0000000E040873BC0"
10021020;10;21;20;"CATAMARCA";"ANDALGALA";"ANDALGALA";3;1;0;12600;3347;-27.5739;-66.3228;"0101000020E610000000000060A89450C000000060EA923BC0"
10021030;10;21;30;"CATAMARCA";"ANDALGALA";"CHAQUIAGO";0;1;0;1096;273;-27.5375;-66.3342;"0101000020E610000000000000639550C0000000A099893BC0"
10021040;10;21;40;"CATAMARCA";"ANDALGALA";"CHOYA";0;1;0;403;102;-27.5211;-66.3967;"0101000020E610000000000000639950C00000008067853BC0"
10021050;10;21;50;"CATAMARCA";"ANDALGALA";"EL ALAMITO";0;1;0;734;171;-27.4728;-66.0256;"0101000020E6100000000000C0A28150C00000000008793BC0"
10021060;10;21;60;"CATAMARCA";"ANDALGALA";"EL LINDERO";0;1;0;741;181;-27.4406;-66.0119;"0101000020E6100000000000C0C38050C000000040C8703BC0"
10021070;10;21;70;"CATAMARCA";"ANDALGALA";"EL POTRERO";0;1;0;184;51;-27.5167;-66.3425;"0101000020E610000000000080EB9550C00000004044843BC0"
10021080;10;21;80;"CATAMARCA";"ANDALGALA";"LA AGUADA";0;1;0;378;95;-27.5347;-66.3108;"0101000020E6100000000000C0E49350C000000080E3883BC0"
10028010;10;28;10;"CATAMARCA";"ANTOFAGASTA DE LA SIERRA";"ANTOFAGASTA DE LA SIERRA";3;1;0;730;199;-26.035;-67.4375;"0101000020E61000000000000000DC50C0000000C0F5083AC0"
10028020;10;28;20;"CATAMARCA";"ANTOFAGASTA DE LA SIERRA";"ANTOFALLA";0;1;0;45;15;-25.4461;-67.6575;"0101000020E61000000000008014EA50C000000060347239C0"
10028030;10;28;30;"CATAMARCA";"ANTOFAGASTA DE LA SIERRA";"EL PEÑON";0;1;0;263;68;-26.4381;-67.2908;"0101000020E6100000000000009DD250C00000006024703AC0"
10028040;10;28;40;"CATAMARCA";"ANTOFAGASTA DE LA SIERRA";"LOS NACIMIENTOS";0;1;0;43;13;-25.76;-67.3906;"0101000020E6100000000000E0FED850C0000000608FC239C0"
10035010;10;35;10;"CATAMARCA";"BELEN";"BARRANCA LARGA";0;1;0;330;74;-26.9372;-66.7467;"0101000020E610000000000060C9AF50C0000000C0EDEF3AC0"
10035020;10;35;20;"CATAMARCA";"BELEN";"BELEN";3;1;0;12256;3326;-27.6442;-67.0347;"0101000020E6100000000000E038C250C000000020E8A43BC0"
10035030;10;35;30;"CATAMARCA";"BELEN";"CONDOR HUASI";0;1;0;254;66;-27.485;-67.1092;"0101000020E6100000000000A0FCC650C000000000297C3BC0"
10035040;10;35;40;"CATAMARCA";"BELEN";"CORRAL QUEMADO";0;1;0;1204;284;-27.1506;-66.9494;"0101000020E6100000000000C0C3BC50C0000000C08A263BC0"
10035050;10;35;50;"CATAMARCA";"BELEN";"EL DURAZNO";0;1;0;378;87;-27.2358;-67.0636;"0101000020E61000000000004012C450C0000000A05F3C3BC0"
10035060;10;35;60;"CATAMARCA";"BELEN";"FARALLON NEGRO";0;1;0;1463;36;-27.2986;-66.6519;"0101000020E610000000000080B9A950C0000000C0714C3BC0"
10035070;10;35;70;"CATAMARCA";"BELEN";"HUALFIN";0;1;0;987;248;-27.21;-66.8347;"0101000020E6100000000000206CB550C000000080C2353BC0"
10035080;10;35;80;"CATAMARCA";"BELEN";"JACIPUNCO";0;1;0;361;85;-27.2239;-67.0181;"0101000020E6100000000000E027C150C0000000C050393BC0"
10035090;10;35;90;"CATAMARCA";"BELEN";"LA PUNTILLA";0;1;0;236;53;-27.6792;-66.9997;"0101000020E610000000000080FBBF50C0000000E0DDAD3BC0"
10035100;10;35;100;"CATAMARCA";"BELEN";"LAS JUNTAS";0;1;0;258;69;-27.5325;-67.1272;"0101000020E61000000000006024C850C0000000E051883BC0"
10035110;10;35;110;"CATAMARCA";"BELEN";"LONDRES";0;1;0;2456;653;-27.7058;-67.1472;"0101000020E6100000000000206CC950C000000080B1B43BC0"
10035120;10;35;120;"CATAMARCA";"BELEN";"LOS NACIMIENTOS";0;1;0;215;56;-27.1283;-66.7117;"0101000020E6100000000000008CAD50C000000080DA203BC0"
10035130;10;35;130;"CATAMARCA";"BELEN";"PUERTA DE CORRAL QUEMADO";0;1;0;575;143;-27.215;-66.9256;"0101000020E6100000000000403CBB50C0000000400A373BC0"
10035140;10;35;140;"CATAMARCA";"BELEN";"PUERTA DE SAN JOSE";0;1;0;277;73;-27.5403;-67.0144;"0101000020E6100000000000A0ECC050C0000000A04F8A3BC0"
10035150;10;35;150;"CATAMARCA";"BELEN";"VILLA VIL";0;1;0;481;126;-27.0717;-66.83;"0101000020E6100000000000C01EB550C0000000C058123BC0"
10042010;10;42;10;"CATAMARCA";"CAPAYAN";"ADOLFO E. CARRANZA";0;1;0;32;11;-29.0544;-66.0031;"0101000020E610000000000000328050C000000020F00D3DC0"
10042020;10;42;20;"CATAMARCA";"CAPAYAN";"BALDE DE LA PUNTA";0;1;0;116;23;-29.5594;-65.58;"0101000020E6100000000000C01E6550C0000000C0378F3DC0"
10042030;10;42;30;"CATAMARCA";"CAPAYAN";"CAPAYAN";0;1;0;636;164;-28.7814;-66.05;"0101000020E610000000000040338350C00000002009C83CC0"
10042040;10;42;40;"CATAMARCA";"CAPAYAN";"CHUMBICHA";0;1;0;4531;1086;-28.8828;-66.2347;"0101000020E6100000000000C0058F50C0000000C0FDE13CC0"
10042050;10;42;50;"CATAMARCA";"CAPAYAN";"COLONIA DEL VALLE";0;1;0;854;202;-28.6667;-65.8744;"0101000020E6100000000000E0F67750C0000000A0AAAA3CC0"
10042060;10;42;60;"CATAMARCA";"CAPAYAN";"COLONIA NUEVA CONETA";0;1;0;1951;479;-28.5867;-65.8375;"0101000020E6100000000000A0997550C0000000C02F963CC0"
10042070;10;42;70;"CATAMARCA";"CAPAYAN";"CONCEPCION";0;1;0;387;103;-28.7033;-66.0675;"0101000020E6100000000000E0518450C0000000A00DB43CC0"
10042080;10;42;80;"CATAMARCA";"CAPAYAN";"CONETA";0;1;0;653;172;-28.5831;-65.8825;"0101000020E6100000000000E07A7850C00000002043953CC0"
10042090;10;42;90;"CATAMARCA";"CAPAYAN";"EL BAÑADO";0;1;0;158;37;-28.6506;-65.8253;"0101000020E610000000000060D17450C0000000C08AA63CC0"
10042100;10;42;100;"CATAMARCA";"CAPAYAN";"HUILLAPIMA";3;1;0;2416;575;-28.7575;-65.9756;"0101000020E6100000000000806F7E50C000000080EBC13CC0"
10042110;10;42;110;"CATAMARCA";"CAPAYAN";"LOS ANGELES";0;1;0;383;104;-28.4914;-65.9561;"0101000020E6100000000000E0307D50C0000000A0CB7D3CC0"
10042120;10;42;120;"CATAMARCA";"CAPAYAN";"MIRAFLORES";0;1;0;1650;323;-28.6122;-65.9036;"0101000020E6100000000000C0D47950C0000000A0BA9C3CC0"
10042130;10;42;130;"CATAMARCA";"CAPAYAN";"SAN MARTIN";0;1;0;426;111;-29.2519;-65.7958;"0101000020E6100000000000E0EE7250C0000000607F403DC0"
10042140;10;42;140;"CATAMARCA";"CAPAYAN";"SAN PABLO";0;1;0;139;44;-28.7192;-66.0397;"0101000020E6100000000000C08A8250C0000000401BB83CC0"
10042150;10;42;150;"CATAMARCA";"CAPAYAN";"SAN PEDRO";0;1;0;372;100;-28.7722;-66.1233;"0101000020E6100000000000C0E48750C000000060B0C53CC0"
10049020;10;49;20;"CATAMARCA";"CAPITAL";"EL PANTANILLO";0;1;0;44;15;-28.5461;-65.8017;"0101000020E6100000000000804E7350C000000000CE8B3CC0"
10049030;10;49;30;"CATAMARCA";"CAPITAL";"SAN FERNANDO DEL VALLE DE CATAMARCA";2;2;3;159139;41869;-28.4853;-65.7836;"0101000020E6100000000000A0267250C0000000203B7C3CC0"
10056010;10;56;10;"CATAMARCA";"EL ALTO";"EL ALTO";3;1;0;754;212;-28.3217;-65.3708;"0101000020E6100000000000C0BB5750C0000000C058523CC0"
10056020;10;56;20;"CATAMARCA";"EL ALTO";"GUAYAMBA";0;1;0;376;115;-28.3642;-65.4158;"0101000020E6100000000000009D5A50C0000000003A5D3CC0"
10056030;10;56;30;"CATAMARCA";"EL ALTO";"INFANZON";0;1;0;62;16;-28.5981;-65.4108;"0101000020E6100000000000204B5A50C0000000201A993CC0"
10056040;10;56;40;"CATAMARCA";"EL ALTO";"LOS CORRALES";0;1;0;54;18;-28.5114;-65.33;"0101000020E6100000000000C01E5550C000000060EA823CC0"
10056050;10;56;50;"CATAMARCA";"EL ALTO";"TAPSO";0;2;4;191;59;-28.4164;-65.1078;"0101000020E6100000000000E0E54650C000000080986A3CC0"
10056060;10;56;60;"CATAMARCA";"EL ALTO";"VILISMAN";0;1;0;112;37;-28.5003;-65.4378;"0101000020E610000000000080045C50C00000004012803CC0"
10063010;10;63;10;"CATAMARCA";"FRAY MAMERTO ESQUIU";"COLLAGASTA";0;1;0;373;97;-28.3622;-65.7275;"0101000020E6100000000000608F6E50C0000000A0BA5C3CC0"
10063020;10;63;20;"CATAMARCA";"FRAY MAMERTO ESQUIU";"POMANCILLO ESTE";0;1;0;247;64;-28.3114;-65.7297;"0101000020E6100000000000C0B36E50C000000020B74F3CC0"
10063030;10;63;30;"CATAMARCA";"FRAY MAMERTO ESQUIU";"POMANCILLO OESTE";0;1;0;254;73;-28.3183;-65.7417;"0101000020E610000000000080776F50C0000000407E513CC0"
82035010;82;35;10;"SANTA FE";"GARAY";"CAYASTA";0;1;0;3367;979;-31.2022;-60.1614;"0101000020E610000000000060A8144EC0000000E0C4333FC0"
10063040;10;63;40;"CATAMARCA";"FRAY MAMERTO ESQUIU";"SAN JOSE";3;2;5;10242;2594;-28.4022;-65.7114;"0101000020E610000000000060876D50C000000000F8663CC0"
10063050;10;63;50;"CATAMARCA";"FRAY MAMERTO ESQUIU";"VILLA LAS PIRQUITAS";0;1;0;740;181;-28.2847;-65.7408;"0101000020E6100000000000E0696F50C000000080E3483CC0"
10070010;10;70;10;"CATAMARCA";"LA PAZ";"CASA DE PIEDRA";0;1;0;251;68;-29.65;-65.5164;"0101000020E6100000000000800C6150C00000006066A63DC0"
10070020;10;70;20;"CATAMARCA";"LA PAZ";"EL AYBAL";0;1;0;68;24;-29.1417;-65.3636;"0101000020E610000000000060455750C00000004044243DC0"
10070030;10;70;30;"CATAMARCA";"LA PAZ";"EL BAÑADO";0;1;0;123;36;-29.2183;-65.44;"0101000020E610000000000000295C50C0000000C0E4373DC0"
10070040;10;70;40;"CATAMARCA";"LA PAZ";"EL DIVISADERO";0;1;0;70;28;-29.2289;-65.4472;"0101000020E6100000000000409F5C50C000000080983A3DC0"
10070050;10;70;50;"CATAMARCA";"LA PAZ";"EL QUIMILO";0;1;0;63;14;-29.9539;-65.3919;"0101000020E6100000000000A0155950C00000000032F43DC0"
10070060;10;70;60;"CATAMARCA";"LA PAZ";"ESQUIU";0;1;0;1019;273;-29.4189;-65.2911;"0101000020E6100000000000A0A15250C0000000403C6B3DC0"
10070070;10;70;70;"CATAMARCA";"LA PAZ";"ICAÑO";0;1;0;2104;604;-28.9461;-65.3339;"0101000020E6100000000000605E5550C00000006034F23CC0"
10070080;10;70;80;"CATAMARCA";"LA PAZ";"LA DORADA";0;1;0;218;60;-29.2811;-65.4758;"0101000020E610000000000000745E50C0000000E0F6473DC0"
10070090;10;70;90;"CATAMARCA";"LA PAZ";"LA GUARDIA";0;1;0;493;114;-29.6014;-65.4508;"0101000020E610000000000080DA5C50C0000000A0F4993DC0"
10070100;10;70;100;"CATAMARCA";"LA PAZ";"LAS ESQUINAS";0;1;0;136;35;-28.765;-65.1111;"0101000020E6100000000000801C4750C000000000D7C33CC0"
10070110;10;70;110;"CATAMARCA";"LA PAZ";"LAS PALMITAS";0;1;0;126;30;-28.6408;-64.9864;"0101000020E610000000000000213F50C0000000A00DA43CC0"
10070120;10;70;120;"CATAMARCA";"LA PAZ";"QUIROS";0;1;0;1156;278;-28.8125;-65.1111;"0101000020E6100000000000801C4750C00000000000D03CC0"
10070130;10;70;130;"CATAMARCA";"LA PAZ";"RAMBLONES";0;1;0;68;24;-29.1933;-65.3986;"0101000020E6100000000000E0825950C0000000407E313DC0"
10070140;10;70;140;"CATAMARCA";"LA PAZ";"RECREO";0;1;0;11847;3176;-29.3172;-65.0561;"0101000020E610000000000060974350C00000008035513DC0"
10070150;10;70;150;"CATAMARCA";"LA PAZ";"SAN ANTONIO";3;1;0;1835;473;-28.9619;-65.0953;"0101000020E610000000000000194650C00000000042F63CC0"
10077010;10;77;10;"CATAMARCA";"PACLIN";"AMADORES";0;1;0;172;41;-28.2686;-65.6453;"0101000020E6100000000000404C6950C0000000C0C3443CC0"
10077020;10;77;20;"CATAMARCA";"PACLIN";"EL ROSARIO";0;1;0;110;28;-27.99;-65.695;"0101000020E6100000000000E07A6C50C0000000A070FD3BC0"
10077030;10;77;30;"CATAMARCA";"PACLIN";"LA BAJADA";0;1;0;97;25;-28.3928;-65.6275;"0101000020E610000000000000296850C0000000208D643CC0"
10077040;10;77;40;"CATAMARCA";"PACLIN";"LA HIGUERA";0;1;0;236;61;-27.9369;-65.7039;"0101000020E6100000000000800C6D50C0000000A0DBEF3BC0"
10077050;10;77;50;"CATAMARCA";"PACLIN";"LA MERCED";3;1;0;1759;465;-28.1544;-65.6689;"0101000020E610000000000020CF6A50C0000000A089273CC0"
10077060;10;77;60;"CATAMARCA";"PACLIN";"LA VIÑA";0;1;0;129;31;-28.045;-65.6072;"0101000020E6100000000000C0DC6650C000000020850B3CC0"
10077070;10;77;70;"CATAMARCA";"PACLIN";"LAS LAJAS";0;1;0;136;42;-27.8275;-65.7394;"0101000020E610000000000000536F50C000000000D7D33BC0"
10077080;10;77;80;"CATAMARCA";"PACLIN";"MONTE POTRERO";0;1;0;186;48;-28.1919;-65.67;"0101000020E610000000000040E16A50C00000004023313CC0"
10077090;10;77;90;"CATAMARCA";"PACLIN";"PALO LABRADO";0;1;0;223;56;-28.3367;-65.6267;"0101000020E6100000000000401B6850C0000000C02F563CC0"
10077100;10;77;100;"CATAMARCA";"PACLIN";"SAN ANTONIO";0;1;0;266;73;-28.0081;-65.7261;"0101000020E6100000000000A0786E50C0000000E00F023CC0"
10077110;10;77;110;"CATAMARCA";"PACLIN";"VILLA DE BALCOZNA";0;1;0;210;75;-27.8828;-65.7353;"0101000020E6100000000000C00E6F50C0000000C0FDE13BC0"
10084010;10;84;10;"CATAMARCA";"POMAN";"APOYACO";0;1;0;76;20;-28.3014;-66.1653;"0101000020E6100000000000E0938A50C0000000E0274D3CC0"
10084020;10;84;20;"CATAMARCA";"POMAN";"COLANA";0;1;0;478;138;-28.3733;-66.1653;"0101000020E6100000000000E0938A50C0000000C0925F3CC0"
10084030;10;84;30;"CATAMARCA";"POMAN";"COLPES";0;1;0;774;156;-28.0614;-66.2056;"0101000020E6100000000000E0278D50C000000020B70F3CC0"
10084040;10;84;40;"CATAMARCA";"POMAN";"EL PAJONAL";0;1;0;590;152;-28.3781;-66.3008;"0101000020E6100000000000E0409350C000000040C8603CC0"
10084050;10;84;50;"CATAMARCA";"POMAN";"JOYANGO";0;1;0;53;18;-28.0736;-66.1428;"0101000020E610000000000040238950C000000020D8123CC0"
10084060;10;84;60;"CATAMARCA";"POMAN";"MUTQUIN";0;1;0;1075;292;-28.3242;-66.1558;"0101000020E610000000000020F98950C0000000A0FC523CC0"
10084070;10;84;70;"CATAMARCA";"POMAN";"POMAN";0;1;0;2856;765;-28.4064;-66.2242;"0101000020E6100000000000C0588E50C00000002009683CC0"
10084080;10;84;80;"CATAMARCA";"POMAN";"RINCON";0;1;0;523;139;-28.2281;-66.1508;"0101000020E610000000000040A78950C0000000E0613A3CC0"
10084090;10;84;90;"CATAMARCA";"POMAN";"SAN MIGUEL";0;1;0;413;90;-28.14;-66.2133;"0101000020E610000000000040A78D50C000000000D7233CC0"
10084100;10;84;100;"CATAMARCA";"POMAN";"SAUJIL";3;1;0;2368;577;-28.1789;-66.2183;"0101000020E610000000000020F98D50C0000000A0CB2D3CC0"
10084110;10;84;110;"CATAMARCA";"POMAN";"SIJAN";0;1;0;1169;287;-28.27;-66.2314;"0101000020E610000000000020CF8E50C0000000C01E453CC0"
10091010;10;91;10;"CATAMARCA";"SANTA MARIA";"ANDALHUALA";0;1;0;241;72;-26.855;-66.0572;"0101000020E610000000000080A98350C000000040E1DA3AC0"
